id,title,original_title,overview,premiere_date,popularity,genre,country_origin,original_language,rating,votes
1047,Count Duckula,Count Duckula,"Count Duckula is a vegetarian vampire duck, coming into the world as an accident. Unlike his family and ancestors, he has no bloodlust, as when he was reincarnated, blood was omitted and replaced with ketchup.",1988-09-06,5.2536,"Animation, Kids, Comedy",United Kingdom,English,7.804,240
1048,"Sabrina, the Teenage Witch","Sabrina, the Teenage Witch","On her sixteenth birthday, Sabrina Spellman discovers she has magical powers. She lives with her 600-year-old aunts Hilda and Zelda as well as talking cat Salem in the fictional town of Westbridge, Massachusetts.",1996-09-27,20.6674,"Comedy, Family, Sci-Fi & Fantasy",United States,English,7.804,1177
1049,Shadow and Bone,Shadow and Bone,"In a world cleaved in two by a massive barrier of perpetual darkness, a young soldier uncovers a power that might finally unite her country. But as she struggles to hone her power, dangerous forces plot against her. Thugs, thieves, assassins and saints are at war now, and it will take more than magic to survive.",2021-04-23,7.4439,"Drama, Sci-Fi & Fantasy",United States,English,7.8,1493
1050,H2O: Just Add Water,H2O: Just Add Water,H2O: Just Add Water revolves around three teenage girls facing everyday teen problems with an added twist: they cope with the burden of growing a giant fin and transforming into mermaids whenever they come in contact with water.,2006-07-07,8.0941,"Drama, Family, Sci-Fi & Fantasy",Australia,English,7.8,673
1051,Conversations with a Killer: The Jeffrey Dahmer Tapes,Conversations with a Killer: The Jeffrey Dahmer Tapes,"Serial killer Jeffrey Dahmer confesses to his gruesome crimes in unguarded interviews, offering an unsettling view into a disturbed mind.",2022-10-07,1.7789,"Documentary, Crime",United States,English,7.802,268
1052,Death March to the Parallel World Rhapsody,デスマーチからはじまる異世界狂想曲,"29-year-old programmer Suzuki Ichirou finds himself transported into a fantasy RPG. Within the game, he's a 15-year-old named Satou. At first he thinks he's dreaming, but his experiences seem very real. Due to a powerful ability he possesses with limited use, he ends up wiping out an army of lizard men and becomes a high leveled adventurer. Satou decides to hide his level, and plans to live peacefully and meet new people. However, developments in the game's story, such as the return of a demon king, may cause a nuisance to Satou's plans.",2018-01-11,6.3317,"Animation, Sci-Fi & Fantasy, Comedy, Action & Adventure",Japan,Japanese,7.8,265
1053,Star Wars: Clone Wars,Star Wars: Clone Wars,"During the Clone Wars, Jedi Master Obi-Wan Kenobi leads an assault on the planet Muunilinst, home of the Intergalactic Banking Clan; and his Padawan, Anakin Skywalker, is appointed by Supreme Chancellor Palpatine to lead the Republic’s space forces. Meanwhile, Separatist leader and Sith Lord Count Dooku takes in Force-sensitive gladiator Asajj Ventress as his Sith apprentice, and tasks her with eliminating Skywalker.",2003-11-07,5.6554,"Action & Adventure, Animation, Sci-Fi & Fantasy",United States,English,7.8,462
1054,The Dark Crystal: Age of Resistance,The Dark Crystal: Age of Resistance,"Return to the world of Thra, where three Gelfling discover the horrifying secret behind the Skeksis' power and set out to ignite the fires of rebellion and save their world.",2019-08-30,4.213,"Sci-Fi & Fantasy, Action & Adventure, Family",United States,English,7.799,413
1055,Hijas de la luna... y la familia cambió,Hijas de la luna... y la familia cambió,,2018-02-19,0.8528,"Soap, Comedy, Drama",Mexico,Spanish,7.797,232
1056,Extras,Extras,"Andy Millman gave up his day job five years ago in the hope of achieving the big time, but he’s yet to land a speaking part, let alone saunter down the red carpet to pick up an Oscar. He remains optimistic however, as rubbing shoulders with the A-list on-set only serves to reinforce his belief that the big time is just a job or two away.",2005-07-21,5.9781,Comedy,United Kingdom,English,7.789,394
1057,Tiny Toon Adventures,Tiny Toon Adventures,Follow the adventures of a group of young cartoon characters who attend the Acme Looniversity to become the next generation of characters from the Looney Tunes series.,1990-09-14,12.3873,"Animation, Comedy, Family, Kids",United States,English,7.8,512
1058,American Horror Stories,American Horror Stories,"An anthology series of stand alone episodes delving into horror myths, legends and lore.",2021-07-15,9.0841,"Drama, Mystery, Sci-Fi & Fantasy",United States,English,7.8,926
1059,Solar Opposites,Solar Opposites,"A family of aliens from a much better world must take refuge in middle America after the destruction of their planet. Their mission: protect the Pupa, a living super computer that will one day evolve into its true form, consume them and terraform the Earth.",2020-05-08,14.4743,"Comedy, Animation, Sci-Fi & Fantasy",United States,English,7.8,565
1060,Dark Matter,Dark Matter,"Jason Dessen is abducted into an alternate version of his life. To get back to his true family, he embarks on a harrowing journey to save them from the most terrifying foe imaginable: himself.",2024-05-07,8.9005,"Sci-Fi & Fantasy, Drama",United States,English,7.788,546
1061,Amar a Muerte,Amar a Muerte,,2018-10-29,2.6133,"Drama, Soap",Mexico,Spanish,7.794,512
1062,The Heirs,상속자들,"After a chance encounter in LA, two teens from different social backgrounds reunite at an exclusive high school attended by Korea's über rich.",2013-10-09,7.1092,"Comedy, Drama",South Korea,Korean,7.8,643
1063,Blue Bloods,Blue Bloods,"A drama about a multi-generational family of cops dedicated to New York City law enforcement. Frank Reagan is the New York Police Commissioner and heads both the police force and the Reagan brood. He runs his department as diplomatically as he runs his family, even when dealing with the politics that plagued his unapologetically bold father, Henry, during his stint as Chief.",2010-09-24,57.8414,"Crime, Drama",United States,English,7.8,963
1064,24,24,"Counterterrorism agent Jack Bauer fights the bad guys of the world, a day at a time. With each week's episode unfolding in real-time, ""24"" covers a single day in the life of Bauer each season.",2001-11-06,65.5493,"Action & Adventure, Drama, Crime",United States,English,7.8,1671
1065,Ragnarok,Ragnarok,A small Norwegian town experiencing warm winters and violent downpours seems to be headed for another Ragnarök -- unless someone intervenes in time.,2020-01-31,5.2039,"Sci-Fi & Fantasy, Drama, Mystery",Norway,Norwegian,7.8,1093
1066,iZombie,iZombie,"A medical student who becomes a zombie joins a Coroner's Office in order to gain access to the brains she must reluctantly eat so that she can maintain her humanity. But every brain she eats, she also inherits their memories and must now solve their deaths with help from the Medical examiner and a police detective.",2015-03-17,18.6945,"Drama, Crime, Sci-Fi & Fantasy",United States,English,7.793,2878
1067,Louie,Louie,Louis C.K. stars as a fictionalized version of himself; a comedian and newly divorced father raising his two daughters in New York City.,2010-06-29,7.116,"Comedy, Drama",United States,English,7.793,548
1068,Star Trek: Voyager,Star Trek: Voyager,"Pulled to the far side of the galaxy, where the Federation is 75 years away at maximum warp speed, a Starfleet ship must cooperate with Maquis rebels to find a way home.",1995-01-16,33.5824,"Sci-Fi & Fantasy, Drama, Action & Adventure",United States,English,7.8,1027
1069,Wolf Pack,Wolf Pack,"When a raging wildfire releases a supernatural creature, four young adults find themselves drawn together under a full moon.",2023-01-26,5.1687,"Sci-Fi & Fantasy, Drama",United States,English,7.792,216
1070,Sweet Tooth,Sweet Tooth,"On a perilous adventure across a post-apocalyptic world, a lovable boy who's half-human and half-deer searches for a new beginning with a gruff protector.",2021-06-04,9.2935,"Drama, Sci-Fi & Fantasy",United States,English,7.8,1537
1071,Alex Rider,Alex Rider,"Alex Rider is an ordinary teenager enlisted to work on behalf of MI6, where he uses skills he didn't know he had to become an extraordinary spy.",2020-11-12,5.661,"Drama, Action & Adventure",United Kingdom,English,7.8,349
1072,The Irregular at Magic High School,魔法科高校の劣等生,In a world where magic is not a fairy tale but has existed for one hundred years siblings Tatsuya and Miyuki Shiba prepare to begin their studies at the elite Private Magic University Affiliated High School (Magic High School for short). Entering on different levels of the academic spectrum the two turn the once peaceful campus into a chaotic one.,2014-04-06,13.1462,"Animation, Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,7.8,296
1073,The Tudors,The Tudors,"The Tudors is a history-based drama series following the young, vibrant King Henry VIII, a competitive and lustful monarch who navigates the intrigues of the English court and the human heart with equal vigor and justifiable suspicion.",2007-04-01,20.1093,"Drama, Romance",United States,English,7.8,783
1074,Pretty Little Liars: The Perfectionists,Pretty Little Liars: The Perfectionists,"In Beacon Heights, a seemingly perfect town, a group of three college friends struggle with the stress of being overachievers. In the aftermath of the town’s first murder, each Perfectionist hides behind a secret, a lie and an alibi.",2019-03-20,2.6783,"Mystery, Crime, Drama",United States,English,7.791,495
1075,Por ella soy Eva,Por ella soy Eva,"Por Ella Soy Eva is a Mexican soap opera produced by Rosy Ocampo for Televisa based on the Colombian soap opera En los tacones de Eva. Jaime Camil and Lucero starred as main protagonists, while Mariana Seoane and Marcelo Córdoba starred as the main antagonists.

""The Best Telenovela of the Year 2013.""",2012-02-20,4.3985,"Comedy, Drama",Mexico,Spanish,7.789,294
